Commune;Date_Conseil_Municipal;Annee_Mois_Deliberation;Numero_Deliberation;Objet_Deliberation;Texte_Deliberation
Mogneneins;20170316;201703;20170301; Approbation du compte administratif - Année 2016;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, DE CLAVIERE Eric, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne pouvoir à Franck CALAS, Thierry CHABANON, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Gérard SZYNDRALEWIEZ donne pouvoir à Didier REY, Nathalie VERNUS PROST donne pouvoir à Jean-Pierre CHAMPION. 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 11 mars 2017  
Membres en exercice :  15   Présents : 10   Votants : 9
***
Le quorum étant atteint, le Conseil Municipal peut délibérer
Le Conseil Municipal, réuni sous la présidence de, Monsieur Michel AUBRUN, 1er adjoint, délibérant sur le compte administratif de l'exercice 2016 dressé par Monsieur Jean-Pierre CHAMPION, Maire, après s'être fait présenter le budget primitif, le budget supplémentaire et les décisions modificatives de l'exercice considéré, 

1° - lui donne acte de la présentation faite du compte administratif, lequel peut se résumer ainsi :

COMPTE ADMINISTRATIF PRINCIPAL
Libellé Investissement Fonctionnement Ensemble
 Dépenses
/déficits Recettes
/excédents Dépenses
/déficits Recettes
/excédents Dépenses
/déficits Recettes
/excédents
 résultats reportés   7 257.43   181 853.59 7 257.43 181 853.59
 opérations exercice   520 152.48 453 478.42 401 759.97 444 612.85 921 912.45 898 091.27
 totaux   527 409.91 453478.42 401 759.97 626 466.44 929 169.88 1 079 944.86
résultats de clôture  73 931.49   224 706.47  150 774.98
 reste à réaliser   94 692.27 33 072.00   94 692.27 33 072.00
 totaux cumulés   168 623.76 33 072.00  224 706.47 94 692.27 183 846.98
 résultats définitifs  -135 551.76   224 706.47  89 154.71

2° - Constate les identités de valeurs avec les indications du compte de gestion relatives aux reports à nouveau, aux résultats d'exploitation de l'exercice et aux fonds de roulement des bilans d'entrée et de sortie, aux débits et aux crédits portés à titre budgétaire aux différents comptes.

3° -Conformément à l’article L 2241-1 du code Général des Collectivités territoriales approuve le bilan annuel des acquisitions et cessions immobilières annexé au compte administratif, 

4° - Reconnaît la sincérité des restes à réaliser.

5° - Arrête par 9 voix les résultats définitifs tels que résumés ci-dessus


     Ainsi fait et délibéré, le jour, mois et an que dessus.
     Ont signé au registre les membres présents.
     Pour copie conforme,
     Le Maire, 
Jean-Pierre CHAMPION

"
Mogneneins;20170316;201703;20170302;Approbation du compte de gestion 2016 du receveur municipal ;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, DE CLAVIERE Eric, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne pouvoir à Franck CALAS, Thierry CHABANON, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Gérard SZYNDRALEWIEZ donne pouvoir à Didier REY à, Nathalie VERNUS PROST donne pouvoir à Jean-Pierre CHAMPION. 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 11 mars 2017  
Membres en exercice :  15   Présents : 10   Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Le Conseil Municipal,
Après s’être fait présenter le budget primitif et supplémentaire de l’exercice 2016 et les décisions modificatives qui s’y rattachent, les titres définitifs des créances à recouvrer, le détail des dépenses effectuées et celui des mandats délivrés, les bordereaux de titres de recettes, les bordereaux de mandats, le compte de gestion dressé par le receveur accompagné des états de développement des comptes de tiers, ainsi que l’état de l’actif, l’état du passif, l’état des restes à recouvrer et l’état des restes à payer;
Après avoir entendu et approuvé le compte administratif de l’exercice 2016 ;
Après s’être assuré que le receveur a repris dans ses écritures le montant de chacun des soldes figurant au bilan de l’exercice 2016, celui de tous les titres de recettes émis et celui de tous les mandats de paiement ordonnancés et qu’il a procédé à toutes les opérations d’ordre qu’il lui a été prescrit de passer dans ses écritures.
1°- Statuant sur l’ensemble des opérations effectuées du 1° janvier 2016 au 31 décembre 2016, y compris celles relatives à la journée complémentaire ;
2°- Statuant sur l’exécution du budget de l’exercice 2016 en ce qui concerne les différentes sections budgétaires et budgets annexes ;
3°- Statuant sur la comptabilité des valeurs inactives ;
DECLARE à l’unanimité que le compte de gestion de la commune dressé, pour l’exercice 2016, par le receveur, visés et certifiés conforme par l’ordonnateur, n’appellent ni observation ni réserve de sa part.

Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,

Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20170316;201703;20170303;Affectation du résultat - Année 2016;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, DE CLAVIERE Eric, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne pouvoir à Franck CALAS, Thierry CHABANON, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Gérard SZYNDRALEWIEZ donne pouvoir à Didier REY à, Nathalie VERNUS PROST donne pouvoir à Jean-Pierre CHAMPION. 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 11 mars 2017  
Membres en exercice :  15   Présents : 10   Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Le Conseil Municipal,
après avoir voté le compte administratif 2016 du budget communal se détaillant ainsi

Section de fonctionnement Réalisé 
Dépenses 401 759.97 € 
Recettes 444 612.85 € 
Résultat de Fonctionnement + 42 852.88 € 
Report exercice 2015 181 853.59 € 
Résultat Clôture Fonctionnement 2016 +224 706.47 € 
Section d'investissement  Réalisé Restes à réaliser
Dépenses 520 152.48 € 94 692.27 €
Recettes 453 478.42 € 33 072.00 €
Résultat d'Investissement - 66 674.06 € - 61 620.27 €
Report exercice 2015 - 7 257.43 €  
Résultat Clôture Investissement 2016 - 73 931.49 € 
Résultat de Clôture TOTAL 2016 +150 774.98 € 

Celui-ci a été approuvé à l’unanimité par l’ensemble du Conseil qui a ensuite procédé à l'affectation des résultats, à savoir :

1 / Affection au compte 1068 du BP 2017 : la somme de 61 620.27 €+ 73 931.49 €
 = 135 551.76 €
2 / Report au compte 002 du BP 2017 : 224 706.47 € - 135 551.76 € = 89 154.71 €
     (Recettes de fonctionnement)
3 / Report au compte 001 : 73 931.49 € (Dépenses d’Investissement)


   Ainsi fait et délibéré, le jour, mois et an que dessus.
    Ont signé au registre les membres présents.
    Pour copie conforme,
    Le Maire, Jean-Pierre CHAMPION"
Mogneneins;20170316;201703;20170304;Avenant travaux commerce;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, DE CLAVIERE Eric, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne pouvoir à Franck CALAS, Thierry CHABANON, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Gérard SZYNDRALEWIEZ donne pouvoir à Didier REY à, Nathalie VERNUS PROST donne pouvoir à Jean-Pierre CHAMPION. 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 11 mars 2017  
Membres en exercice :  15   Présents : 10   Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur Le Maire informe le Conseil Municipal que l’avenant de l’entreprise CHEVILLON (lot n°3) vient de nous parvenir. Il concerne les travaux de réhabilitation et mise en conformité du commerce « Le Cheval Blanc » et plus précisément la menuiserie.

Il s’agit ici d’une moins value de 1 312.71 € TTC.

Après en avoir délibéré, l’ensemble des conseillers

- Accepte l’avenant n°1 de l’Entreprise CHEVILLON (lot n°3) pour une moins value de 1 312.71 € TTC 
- Autorise Monsieur le Maire à signer cet avenant.



Ainsi fait et délibéré, le jour, mois et an que dessus.
     Ont signé au registre les membres présents.
Pour copie conforme,
 
 Le Maire, 
 Jean-Pierre CHAMPION
"
Mogneneins;20170316;201703;20170305;Modification du taux de la taxe d’aménagement;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, DE CLAVIERE Eric, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne pouvoir à Franck CALAS, Thierry CHABANON, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Gérard SZYNDRALEWIEZ donne pouvoir à Didier REY à, Nathalie VERNUS PROST donne pouvoir à Jean-Pierre CHAMPION. 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 11 mars 2017  
Membres en exercice :  15   Présents : 10   Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle la délibération du 20/10/2011 fixant le taux de la taxe d’aménagement à 4%.

Vu le code de l’urbanisme et notamment son article L. 331-1 et suivants Monsieur le Maire propose de passer ce taux à 5%.

Le Conseil Municipal, après en avoir délibéré : 
- DECIDE à 13 voix pour et 1 abstention de fixer le taux de la taxe d’aménagement à 5%.

- AUTORISE Monsieur le Maire à signer tout document concernant cette modification.



Ainsi fait et délibéré, le jour, mois et an que dessus.
     Ont signé au registre les membres présents.
     Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION




"
Mogneneins;20170316;201703;20170306;Ouverture de Crédit;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, DE CLAVIERE Eric, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne pouvoir à Franck CALAS, Thierry CHABANON, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Gérard SZYNDRALEWIEZ donne pouvoir à Didier REY à, Nathalie VERNUS PROST donne pouvoir à Jean-Pierre CHAMPION. 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 11 mars 2017  
Membres en exercice :  15   Présents : 10   Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Le Conseil Municipal,

Considérant que l'article L1612-1 du Code Général des Collectivités Territoriales autorise l'Assemblée à engager, liquider et mandater les dépenses d'investissement dans la limite du quart des crédits ouverts au budget de l'exercice précédent,

Considérant la nécessité d'ouvrir des crédits en investissement avant le vote du budget primitif :
- DECIDE à l'unanimité de procéder à l’ouverture de crédits suivant : 
Compte 21578 (dépenses non affectées) : 1 200.00 € TTC

Les crédits seront inscrits au Budget Primitif 2017

- AUTORISE Monsieur le Maire à signer tout document concernant cet achat.



Ainsi fait et délibéré, le jour, mois et an que dessus.
     Ont signé au registre les membres présents.
     Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION




"
Mogneneins;20170316;201703;20170307;Indemnités du Maire et des Adjoints;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, DE CLAVIERE Eric, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne pouvoir à Franck CALAS, Thierry CHABANON, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Gérard SZYNDRALEWIEZ donne pouvoir à Didier REY à, Nathalie VERNUS PROST donne pouvoir à Jean-Pierre CHAMPION. 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 11 mars 2017  
Membres en exercice :  15   Présents : 10   Votants : 10
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire informe les conseillers que les indemnités du maire et des adjoints sont fixées en pourcentage de l'indice brut terminal de l'échelle de la fonction publique.
Suite au décret n°2017-85 du 26/01/2017 celui-ci a été modifié.

La Commune de Mogneneins comprenant 808 habitants, le taux maximal à prendre en compte est de 31 % de l'IB terminal pour le Maire et de 8,25 % de l'IB terminal pour les adjoints.

Il précise que ladite délibération était accompagnée d'un tableau annexe récapitulatif  et nominatif de l'ensemble des indemnités allouées à ses membres. (article L 2123-20-1 créé par l'article 78 de la loi du 27 février 2002 et article 99 de la loi du 27 février 2002).

Monsieur le Maire demande aux membres du Conseil de bien vouloir délibérer sur les indemnités au maire et aux adjoints.

Le Conseil, après en avoir délibéré : 

• VOTE pour M. CHAMPION Jean-Pierre, Maire, l’indemnité au taux maximale soit : 31 % de l'indice brut terminal, correspondant à la tranche démographique de la commune, de 500 à 999 habitants;

• Vote les indemnités des quatre Adjoints, M. AUBRUN Michel, Mme VERNUS-PROST Nathalie, Mme PASSOT Elisabeth et M. REY Didier, au taux maximal, soit 8,25% de l'IB terminal correspondant à la tranche démographique de la commune, de 500 à 999 habitants;

• JOINT à cette délibération un tableau récapitulatif de l'ensemble des indemnités allouées à  ses membres.

Fait et délibéré à Mogneneins,
Le 16 mars 2017   

Le Maire,
Jean-Pierre CHAMPION






Tableau récapitulatif des indemnités versées aux membres du Conseil

Annexe à la délibération du 16 Mars 2017  fixant les indemnités 



Jean-Pierre CHAMPION
 
Maire 
31% de l'IB 1022 "
Mogneneins;20170316;201703;20170308;Contrat photocopieur;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, DE CLAVIERE Eric, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne pouvoir à Franck CALAS, Thierry CHABANON, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Gérard SZYNDRALEWIEZ donne pouvoir à Didier REY à, Nathalie VERNUS PROST donne pouvoir à Jean-Pierre CHAMPION. 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 11 mars 2017  
Membres en exercice :  15   Présents : 10   Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle au Conseil Municipal que le photocopieur est en location avec REX ROTARY qui nous propose un nouveau matériel plus performant, plus récent et des fonctions supplémentaires avec des conditions financières plus intéressantes que le contrat en cours. Il présente à l’assemblée le comparatif avec le nouveau matériel proposé et demande de se prononcer sur ce dossier.

Après en avoir délibéré, le conseil Municipal, 

Considérant que les nouvelles conditions de location sont plus intéressantes que le contrat en cours,

DECIDE à l’unanimité de conclure un nouveau contrat de location avec REX ROTARY aux  conditions suivantes :

* Durée du contrat : 3 ans + 2 ans
* Location matériel + maintenance 7100 copies noires et 2300 copies couleurs / trim. :    635 € HT
Avec révision chaque année à la date anniversaire selon l'indice BOCC (indice INSEE)
• Tarifs copie supplémentaire : 0 € 006 HT/page pour le noir et 0 € 06 HT/page pour la couleur

AUTORISE Monsieur le Maire à signer tout document se rapportant à cette affaire

    Ainsi fait et délibéré, les jour, mois et an que dessus.
    Ont signé au registre les membres présents.
      Pour copie conforme,
      Le 1er Adjoint, Michel AUBRUN






"
Mogneneins;20170413;201704;20170401;Taux d’imposition 2017;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne procuration à Franck CALAS, DE CLAVIERE Eric donne procuration à Jean-Pierre CHAMPION 

Secrétaire de séance élu : Jocelyne ROLLET

Date convocation : 8 avril 2017  
Membres en exercice :  15    Présents : 13     Votants : 15
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire présente au Conseil Municipal l'état n°1259 des taux d'imposition et demande de se prononcer sur le maintient ou non des 3 taux d'imposition 2017.

Après en avoir délibéré, à l'unanimité, le Conseil Municipal,

DECIDE de maintenir les taux qui restent inchangés depuis 2008, à savoir :

Taxe d’habitation : 12.10 %
Taxe foncière sur les propriétés bâties : 14.75 % 
Taxe foncière sur les propriétés non bâties : 41.26 %

CHARGE Monsieur le Maire de signer tout document relatif à la mise en œuvre de cette décision.


Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20170413;201704;20170402;Subventions 2017;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne procuration à Franck CALAS, DE CLAVIERE Eric donne procuration à Jean-Pierre CHAMPION 

Secrétaire de séance élu : Jocelyne ROLLET

Date convocation : 8 avril 2017  
Membres en exercice :  15    Présents : 13     Votants : 15
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle au Conseil Municipal que chaque année une subvention est attribuée à différentes associations ;
Après avoir présenté le tableau, il demande aux membres du Conseil de se prononcer,

Les membres du Conseil Municipal ont pris connaissance du tableau des subventions proposées pour 2017 et votent un montant de 4 434 € pour les associations et une réserve de 66 €. Soit un total de 4 500 € au compte 6574 en dépenses de fonctionnement.

Après en avoir délibéré, à l'unanimité, le Conseil Municipal,

- ACCEPTE de renouveler les subventions attribuées aux associations
- DECIDE de leur attribuer les montants suivants :

ACADEMIE DE LA DOMBES 50.00 €
ANCIENS COMBATTANTS ET VIC 100.00 €
CENTRE DE LOISIRS (4 €) 3 000.00 €
CENTRE DE SECOURS 300.00 €
FNACA CTE DE THOISSEY 100.00 €
FSL CAF DE L'AIN 234.00 €
PARENTS ELEVES COLLEGE PUBLIC DE THOISSEY 600.00 €
PREVENTION ROUTIERE 50.00 €
 SOUS TOTAL 4434.00 €
DIVERS (réserve) 66.00 €
TOTAL Cpte 6574 4 500.00 €










- AUTORISE Monsieur le Maire à signer tout document relatif à cette décision dont les crédits nécessaires seront inscrits dans le budget primitif 2017.

 Ainsi fait et délibéré, le jour, mois et an que dessus.
 Ont signé au registre les membres présents.
 Pour copie conforme,
 Le Maire, Jean-Pierre CHAMPION


"
Mogneneins;20170413;201704;20170403;Convention ONF (programme d’actions 2017);"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne procuration à Franck CALAS, DE CLAVIERE Eric donne procuration à Jean-Pierre CHAMPION 

Secrétaire de séance élu : Jocelyne ROLLET

Date convocation : 8 avril 2017  
Membres en exercice :  15    Présents : 13     Votants : 15
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle que chaque année l’Office National des Forêts nous fait parvenir le programme d’actions prévu pour l’année en cours.

Il se compose de travaux sylvicoles et de travaux de maintenance pour un montant de 4 890.00 € HT dont 610.00 € HT à inscrire en dépenses d’investissement et 4 280.00 € HT en dépenses de fonctionnement.

Ces sommes sont à prévoir au budget 2017.

Après en avoir délibérer, les membres du Conseil, à l’unanimité

- ACCEPTENT le programme d’actions de l’ONF pour l’année 2017
- AUTORISENT Monsieur le Maire à signer tout document relatif à cette décision dont les crédits nécessaires seront inscrits dans le budget primitif 2017.

 Ainsi fait et délibéré, le jour, mois et an que dessus.
 Ont signé au registre les membres présents.
 Pour copie conforme,
 Le Maire, Jean-Pierre CHAMPION


"
Mogneneins;20170413;201704;20170404;Budget primitif 2017;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne procuration à Franck CALAS, DE CLAVIERE Eric donne procuration à Jean-Pierre CHAMPION 

Secrétaire de séance élu : Jocelyne ROLLET

Date convocation : 8 avril 2017  
Membres en exercice :  15    Présents : 13     Votants : 15
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire présente aux membres du conseil, les lignes du budget primitif 2017 de fonctionnement et d'investissement. Il demande aux membres du conseil de se prononcer sur ce budget :

Après en avoir délibéré, le Conseil Municipal, à l'unanimité,

VOTE le budget primitif 2017, qui se détaille ainsi : 

FONCTIONNEMENT

Dépenses : 495 246.79 € dont 14 341.58 € en dépenses imprévues
Recettes   : 495 246.79 €

INVESTISSEMENT

Dépenses : 417 709.28 € dont 11 274.58 € en dépenses imprévues et 94 692.27 € de reste à réaliser
Recettes  : 417 709.28 € dont 33 072.00 € de reste à réaliser


AUTORISE Monsieur le Maire à signer tout document se rapportant à ce vote.



   Ainsi fait et délibéré, le jour, mois et an que dessus.
   Ont signé au registre les membres présents.
   Pour copie conforme,
   Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20170511;201705;20170501;Achat structure modulaire et sanitaires;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Franck CALAS, Jean-Pierre CHAMPION, Eric DE CLAVIERE, Lionel GENTIT, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne procuration à Franck CALAS, Sandrine BOUDIGUES donne procuration à GENTIT Lionel, Thierry CHABANON donne procuration à Jean-Pierre CHAMPION 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 8 avril 2017  
Membres en exercice :  15    Présents : 12     Votants : 15
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire donne la parole à Monsieur Didier REY qui transmet à chacun des membres du Conseil Municipal un exemplaire des 2 modèles de structure composés d’une partie restauration et une partie sanitaires.

Pour rappel il s’agit de l’installer dans le local technique afin que les employés municipaux est un lieu décent.

Deux devis ont été reçus le premier de la Sarl BR Modulaire pour un montant de 7 668.00 € TTC et le second de la Sté DECORTES pour un montant de 8 402.40 € TTC.

Il nous informe que les deux structures ont la même surface soit 15 m² et que les devis comprennent la livraison et la pose.
Seul le terrassement et les branchements resteront à faire.

Après en avoir délibéré les membres du Conseil Municipal à l’unanimité 

- DECIDENT d’opter pour la proposition de la SARL BR Modulaire pour un montant de
7668.00 € TTC 
- AUTORISENT Monsieur le Maire à signer tout document se rapportant à cette affaire.




Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION




"
Mogneneins;20170511;201705;20170502;Réfection salle polyvalente;"Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Franck CALAS, Jean-Pierre CHAMPION, Eric DE CLAVIERE, Lionel GENTIT, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Mélusine BALLIF donne procuration à Franck CALAS, Sandrine BOUDIGUES donne procuration à GENTIT Lionel, Thierry CHABANON donne procuration à Jean-Pierre CHAMPION 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 8 avril 2017  
Membres en exercice :  15    Présents : 12     Votants : 15
***
Le quorum étant atteint, le Conseil Municipal peut délibérer


Monsieur le Maire donne la parole à Philippe MABRU.
Il nous informe que deux devis ont été reçus pour la réfection des murs et menuiseries de la salle polyvalente y compris le hall, les sanitaires et la cuisine.

Un de la Sarl ZUSSY d’un montant de 11 232.30 € TTC sans choix de couleur pour les murs de la grande salle et le second de la Société GIRARD pour un montant de 11 718.26 € TTC.

Après en avoir délibéré, le Conseil Municipal à l’unanimité,

- DECIDE de choisir la Société GIRARD pour un montant de 11 718.26 € TTC
- AUTORISE Monsieur le Maire à Signer tout document relatif à cette affaire.


Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION




"
